Z1674	MD Barnard and Company Limited	17 to 21 New Century Road, Lainton Basildon, SS15 6AG	SS 
Z1170	Melton Mowbray Building Society	39 Nottingham Street, Melton Mowbray, LE13 1NR	C 
Z1850	Mercor Index Limited	34 to 36 St Georges Road, Brighton, BN2 1ED	SS 
Z1630	Meteor Asset Management Limited	68 Lombard Street, London, EC3V 9LJ	C, SS 
Z1243	Methodist Chapel Aid Association Limited	1 Telford Avenue, Albemarle Road, York, YO24 1DA	C 
Z1817	Metlife Europe Limited UK Branch	One Canada Square, Canary Wharf, London, E14 5AA	C, SS 
Z1732	Metro Bank plc	One Southampton Row, London, WC1B 5HA	C 
Z1126	Metropolitan Police Financial Institution	Central Court, Knoll Rise, Orpington, Kent, BR6 0JA	C, SS 
Z1862	MFM Investment Limited	1 Fore Street, London, EC2Y 5EJ	C, SS 
Z1267	MFM Unit Trust Managers Limited	Marlborough House, 59 Chorley New Road, Bolton BL1 4QP	C, SS 
Z1539	Midas Investment Management Limited	Arthur House, Chorlton Street, Manchester, M1 3FH	SS 
Z1085	Miller and Company Investment Management Limited	14 Queen’s Road Aberdeen, AB15 4ZT	SS 
Z1404	Minerva Fund Managers Limited	Kelston View, Corston, Bath, BA2 9AH	SS 
Z1776	Mirabaud Asset Management Limited	33 Grosvenor Place, London, SW1X 7HY	C, SS 
Z1840	Mole Valley Asset Management	St Martin’s House, St Martin’s Walk, Dorking, Surrey, RH4 1UN	SS 
Z1824	Moneywise Credit Union Limited	187 to 189 Shields Road, Byker, Newcastle upon Tyne, NE6 1DP	C 
Z1028	Monmouthshire Building Society	Monmouthshire House, John Frost Square, Newport, NP9 1PX	C 
Z1533	Morgan Stanley and Company International plc	25 Cabot Square, Canary Wharf, London, E14 4QA	C, SS 
Z1038	Mortgage Works (UK) plc, The	Bank House, Lytton Way, Stevenage, SG1 1ZE	C 
Z1841	Multrees Investor Services Limited	One Carter Lane, London, EC4V 5AN	SS 
Z1678	Murray Asset Management UK Limited	50 Jermyn Street, London, SW1Y 6LX	SS 
Z1621	Myddleton Croft Limited	1 Airport West, Lancaster Way, Leeds, LS19 7ZA	SS 
Z1175	National Counties Building Society	Church Street, Epsom, KT17 4NL	C 
Z1602	National Deposit Friendly Society	4 to 5 Worcester Road, Clifton, Bristol, BS8 3JL	SS 
Z1334	National Savings	Charles House, 375 Kensington High Street, London, W14 8SD	C 
Z1156	National Westminster Bank plc	NatWest ISA Office, Princess House, 27 Bush Lane, London, EC4R 0AA	C, SS 
Z1198	Nationwide Building Society	Nationwide House Pipers Way, Swindon, SN38 1NL	C 
Z1794	Neath Port Talbot Credit Union Limited	26 Windsor Road, Neath, SA11 1LU	C 
Z1584	Neptune Investment Management Limited	3 Shortlands, London, W6 8DA	SS 
Z1885	Netwealth Investments Limited	Reading Bridge House, George Street, Reading, RG1 8LS	SS 
Z1081	Newbury Building Society	17 Bartholomew Street, Newbury, RG14 5LY	C 
Z1289	Newcastle Building Society	Portland House, New Bridge Street, Newcastle Upon Tyne, NE1 8AL	C 
Z1503	NFU Mutual Insurance Society Limited	Tiddington Road, Stratford Upon Avon, CV37 7BJ	C, SS 
Z1805	NFU Mutual Select Investments Limited	Tiddington Road, Stratford Upon Avon, CV37 7BJ	SS 
Z1302	NFU Mutual Unit Managers Limited	Tiddington Road, Stratford Upon Avon, CV37 7BJ	SS 
Z1631	No.1 Police Credit Union Limited	Slater House, Cheadle Royal Business Park, Cheadle, SK8 3GX	C 
Z1743	North London Credit Union	3 George Mews, Enfield, N2 6JA	C 
Z1599	Northern Bank Limited	PO Box 183, Donegall Square, West Belfast, BT1 6JS	C, SS 
Z1165	Nottingham Building Society	Nottingham House, 5 to 13 Upper Parliament Street, Nottingham, NG1 2BX	C 
Z1809	Nottingham Credit Union Limited	69 Maid Marian Way, Nottingham, NG1 6AJ	C 
Z1692	Novia Financial plc	1st Floor Cambridge House (South), Henry Street, Bath, BA1 1JT	C, SS 
Z1641	Novum Securities Limited	47 Park Lane, London, W1K 1PR	SS 
Z1780	Nucleus Financial Services Limited	22 Thistle St Lane, NW Edinburgh, EH2 1BY	C, SS 
Z1777	Nutmeg Savings and Investments Limited	80 to 84  Bondway, London, SW8 1SF	SS 
Z1197	NW Brown and Company	Richmond House 16 to 20 Regent Street, Cambridge, CB2 1DB	SS 
Z1912	Octopus Co-Lend Limited	33 Holborn, 6th Floor, London, EC1N 2HT	C, C JISA, IF, SS, SS JISA 
Z1557	Octopus Investments Limited	8 Angel Court, London, EC2R 7HP	SS 
Z1744	Odey Wealth Management (UK) Limited	12 Upper Grosvenor Street, London, W1K 2ND	SS 
Z1544	Old Mutual Investment Mangaement Limited	Skandia House, PO Box 37, Portland Terrace, Southampton, SO14 7AY	SS 
Z1133	Old Mutual Wealth Limited	PO Box 365, Skandia House, Portland Terrace, Southampton, SO14 7AS	C, SS 
Z1753	OneSavings Bank plc	Reliance House, Sun Pier, Chatham, ME4 4ET	C 
Z1831	Orbis Access (UK) Limited	15 Portland Place, London, W1B 1PT	SS 
Z1852	Paragon Bank	Paragon House, 51 Homer Street, Solihull, B91 3QJ	C 
Z1635	Parmenion Capital Partners LLP	2 College Square, Anchor Road, Bristol, BS1 5UE	SS, SS JISA 
Z1792	Partners Credit Union Limited	New Oxford House, 75 Dale Street, Liverpool, L2 2HT	C 
Z1884	Pebrand Limited	Communications House, 26 York Street, London, W1U 6PZ	SS 
Z1905	Peer Funding Limited	St John’s House, St John’s Street, Chichester, PO19 1UU	IF 
Z1788	Penny Post Credit Union Limited	North West Midlands Mail Centre, Sun Street, Wolverhampton, WV1 1AA	C 
Z1229	Penrith Building Society	7 King Street, Penrith, CA11 7AR	C 
Z1329	Pershing Securities Limited	Capstan House, 1 Clove Crescent, East India Dock, London, E14 2BH	C, SS 
Z1749	PFP Wealth Management LLP	3 Windsor Court, Clarence Drive, Harrogate, HG1 2PE	SS 
Z1199	Phillip J Milton and Company	Sterling House, 17 Joy Street, Barnstaple, EX31 1BS	C, SS 
Z1666	Phoenix Fund Services (UK) Limited	Springfield Lodge, Colchester Road, Chelmsford, CM2 5PW	SS 
Z1617	Phoenix Life Assurance Limited	1 Wythall Green Way, Wythall, Birmingham, B47 6WG	SS 
Z1500	Phoenix Life Limited	1 Wythall Green Way, Wythall, Birmingham, B47 6WG	SS 
Z1032	Pilling and Company	Henry Pilling House, Booth Street, Manchester, M2 4AF	C, SS 
Z1667	Plane Saver Credit Union Limited	Building 414, TBD West Base, PO Box 10, Heathrow Airport Hounslow, TW6 2JA	C 
Z1896	Platform One Limited	2 Cedar Park, Cobham Road, Wimborne, Dorset, BH21 7SB	IF 
Z1549	Platform Securities LLP	Canterbury House, 85 Newhall Street, Birmingham, B3 1LH	SS 
Z1758	Pointon York SIPP Solutions Limited	Pointon York House, Welland Business Park, Valley Way, Market Harborough, LE16 7PS	SS 
Z1661	Police Credit Union Limited	Guardians House, 2111 Coventry Road, Sheldon, Birmingham, B26 3EA	C 
Z1715	Police Mutual Assurance Society Limited	Alexandra House, Queen Street, Lichfield, WS13 6QS	SS 
Z1887	Polish Credit Union (UK) Limited	6 Broadway, West Ealing, London, W13 0SR	C 
Z1689	Praemium Adminstration Limited	4th Floor, 643 to 659 Salisbury House, London Wall, London EC2M 5QQ	SS 
Z1498	Premier Fund Managers Limited	Eastgate Court, High Street, Guildford, GU1 3DE	SS 
Z1158	Premier Portfolio Managers Limited	Eastgate Court, High Street, Guildford, GU1 3DE	SS 
Z1904	Price Value Partners Limited	25 Southampton Buildings, London, WC2A 1AL	IF, SS, SS JISA 
Z1069	Principality Building Society	Principality Buildings, PO Box 89, Queen Street, Cardiff, CF1 1UA	C 
Z1062	Pritchard Stockbrokers Limited	Roddis House, Old Christchurch Road, Bournemouth, BH1 1LG	C, SS 
Z1171	Progressive Building Society	33 to 37 Wellington Place, Belfast, BT1 6HH	C 
Z1563	PSigma Investment Management Limited	11 Strand London, WC2N 5HR	SS 
Z1724	Punjab National Bank (International) Limited	87 Gresham Street, London, EC2V 7NQ	C 
Z1733	Querns Asset Mangers LLP	Querns Cottage, Collins End, Goring Heath, RG8 7RH	SS 
Z1167	Quilter Cheviot Limited	One Kingsway, London, WC2B 6AN	SS 
Z1050	Rathbone Investment Management Limited	Port of Liverpool, Building Pier Head, Liverpool, L3 1NN	SS 
Z1365	Rathbone Unit Trust Management Limited	159 New Bond Street, London, W1Y 9PA	SS 
Z1469	Raymond James Investment Services Limited	Broadwalk House, 5 Appold Street, London, EC2A 2AG	SS 
Z1060	RBS Collective Investment Funds Limited	Capital House, 2 Festival Square, Edinburgh, EH3 9SU	C, SS 
Z1729	R C Brown Investment Management plc	1 The Square, Temple Quay, Bristol, BS1 6DG	SS 
Z1411	Rechabite Friendly Society Limited	School House, 14 Byrom Street, Manchester, M3 4RB	C, SS 
Z1037	Redmayne Bentley LLP	9 Bond Court, Leeds, LS1 2JZ	SS 
Z1752	Red Rose Friendly Society Limited	Parkgates, 52a Preston New Road, Blackburn, BB2 6AH	SS 
Z1700	Reliance Bank Limited	Faith House, 23 to 24 Lovat Lane, London, EC3R 8EB	C 
Z1881	Resolution Compliance Limited	One Croydon, 12 to 16 Addiscombe Road, Croydon, CR0 0XT	C, IF, SS 
Z1098	Reyker Securities plc	17 Moorgate, London, EC2R 6AR	C, SS 
Z1192	RL Marketing (CIS) Limited	55 Gracechurch Street, London, EC3V 0RL	SS 
Z1669	RLUM (CIS) Limited	55 Gracechurch Street, London, EC3V 0RL	SS 
Z1797	Rossie House Investment Management	Forgandenny, Perth, PH2 9EH	SS 
Z1536	Rothschild Wealth Management (UK) Limited	New Court, St Swithin’s Lane, London, EC4N 8AL	SS 
Z1119	Rowan Dartington and Company Limited	Colston Tower, Colston Street, Bristol, BS1 4RD	C, SS 
Z1828	Royal Bank of Canada Investment Management (UK) Limited	Riverbank House, 2 Swan Lane, London EC4R 3BF	SS 
Z1324	Royal Bank of Scotland plc	PO Box 31, 42 St Andrew Square, Edinburgh, EH2 2YE	C, SS 
Z1402	Royal London Savings Limited	55 Gracechurch Street, London, EC3V 0RL	C, SS 
Z1258	Royal London Unit Trust Managers Limited	55 Gracechurch Street, London, EC3V 0UF	SS 
Z1565	Ruffer LLP	Nations House, 103 Wigmore Street, London, W1U 1QS	SS 
Z1813	S C Davies and Company Limited	6 Duke Street, St James’, London, SW1Y 6BN	SS 
Z1719	S and T Asset Management LLP	43 to 45 Market Street, Marple, Stockport, Cheshire, SK6 7AA	SS 
Z1246	Saffron Building Society	1A Market Street, Saffron, Walden, CB10 1HX	C 
Z1234	Sainsburys Bank plc t/a Sainsburys Finance	Keith House, Redheughs Rigg South, Gyle Crescent, Edinburgh, EH12 9DQ	C 
Z1790	Salisbury Partners LLP	25 Hill Street London, W1J 5LW	SS 
Z1696	Sanlam Financial Services UK Limited	St Bartholomew’s House, Lewins Mead, Bristol, BS1 2NH	SS 
Z1184	Sanlam Private Investments (UK) Limited	16 South Park, Sevenoaks, TN13 1AN	SS 
Z1065	Santander ISA Managers Limited	287 St Vincent Street, Glasgow, G2 5NB	C, SS 
Z1458	Santander Portfolio Management UK Limited	287 St Vincent Street, Glasgow, G2 5NB	SS 
Z1820	Santander UK plc	2 Triton Square, Regent’s Place, London, NW1 3AN	C 
Z1811	Sapia Partners LLP	12 St James’s Square, London, SW1Y 4LB	IF, SS, SS JISA 
Z1906	Sarasin Asset Management Limited	Juxon House, 100 St Paul’s Churchyard, London, EC3M 8BU	SS 
Z1890	Sarasin and Partners LLP	Juxon House, 100 St Paul’s Churchyard, London, EC4M 8BU	SS 
Z1502	Sarasin Investment Funds Limited	Juxon House, 100 St Paul’s Churchyard, London, EC4M 8BU	SS 
Z1044	Savoy Investment Management Limited	The Old Courtyard, 103 Buxton Road, High Lane, Stockport, SK6 8DX	SS 
Z1849	Saxo Capital Markets UK Limited	26th Floor, 40 Bank Street, Canary Wharf, London, E14 5DA	SS 
Z1819	Schroder and Company Limited	31 Gresham Street, London, EC2V 7QA	SS 
Z1113	Schroder Investments Limited	Investor Services Department, Freepost, PO Box 6100, Basildon, SS15 5ZY	SS 
Z1825	Schroder Unit Trusts Limited	31 Gresham Street, London, EC2V 7QA	SS 
Z1839	SCM Private LLP	2 Eaton Gate, London, SW1W 9BJ	SS 
Z1261	Scottish Building Society	SBS House, 193 Dalry Road, Edinburgh, EH11 2EF	C 
Z1397	Scottish Friendly Asset Managers Limited	Scottish Friendly House, 16 Blythswood Square, Glasgow, G2 4HJ	C, SS 
Z1625	Scottish Friendly Insurance Services Limited	Scottish Friendly House, 16 Blythswood Square, Glasgow, G2 4HJ	SS 
Z1474	Scottish Mutual PEP and ISA Managers Limited	50 Bothwell Street, Glasgow, G2 6HR	SS 
Z1121	Scottish Widows Bank plc	69 Morrison Street, Edinburgh, EH3 8YF	C 
Z1117	Scottish Widows Unit Trust Managers Limited	PO Box 28015, 15 Dalkeith Road, Edinburgh, EH16 5WL	SS 
Z1893	Secure Trust Bank plc	1 Arleston Way, Shirley, Birmingham, B90 4LH	C, C JISA 
Z1808	Seven Investment Management LLP	125 Old Broad Street, London, EC2N 1AR	SS 
Z1523	SG Hambros Bank Limited	SG House, 41 Tower Hill, London, EC3N 4SG	SS 
Z1843	Shard Capital Partners LLP	1 Tudor Street, London, EC4Y 0AH	SS 
Z1063	Share Centre Limited, The	PO Box 2000, Aylesbury, HP21 8ZB	C, SS 
Z1908	Share In Limited	Codebase, 3 Lady Lawson Street, Edinburgh, EH3 9DR	IF 
Z1793	Shawbrook Bank Limited	Lutea House, Warley Hill Business Park, The Drive, Great Warley, Brentwood, Essex, CM13 3BE	C 
Z1525	Sheffield Mutual Friendly Society	83 Wilkinson Street, Sheffield, S10 2GJ	C, SS 
Z1648	Shepherds Friendly Society Limited	Shepherds House, Stockport Road Cheadle, SK8 2AA	C, SS 
Z1504	Shore Capital Stockbrokers Limited	Bond Street House, 14 Clifford Street, London, W1S 4JU	SS 
Z1323	SIT Savings Limited	6 Albyn Place, Edinburgh, EH2 4NL	SS 
Z1219	Skipton Building Society	The Bailey, Skipton, BD23 1DN	C 
Z1925	Slater Investments Limited	Nicholas House, 3 Lawrence Poutney Hill, London, EC4R 0EU	SS, SS JISA 
Z1837	Smith and Williamson Fund Administration Limited (trading as St Vincent St Fund Administration)	25 Moorgate, London, EC2R 6AY	SS 
Z1313	Smith and Williamson Investment Services Limited	206 St Vincent Street, Glasgow, G2 5SG	C, SS 
Z1848	Solent Credit Union Limited	21 East Street, Southampton, SO14 3HG	C 
Z1340	Speirs and Jeffrey Limited	George House, 50 George Square, Glasgow, G2 1EH	SS 
Z1389	Stafford Railway Building Society	4 Market Square, Stafford, ST16 2JH	C 
Z1833	Standard Life Investments (Mutual Funds) Limited	1 George Street, Edinburgh, EH2 2LL	SS 
Z1344	Standard Life Savings Limited	1 George Street, Edinburgh, EH2 2LL	C, SS 
Z1742	State Bank of India	15 King Street, London, EC2V 8EA	C 
Z1821	Stellar Asset Management Limited	4 Princes Street, London, W1B 2LE	SS 
Z1438	Sterling ISA Managers Limited	Sterling Centre, PO Box 461, The Grange, Bishops Cleeve, Cheltenham, GL51 6BD	C, SS 
Z1838	St James’s Place Investment Administration	1 Tetbury Road, Cirencester, GL7 1FP	SS 
Z1112	St James’s Place Unit Trust Group Limited	IFDS House, Pipps Hill, Basildon, SS15 5ZS	SS 
Z1880	Strand Capital Limited	5th Floor, 1 Tudor Street, London, EC4Y 0AH	C, IF, SS 
Z1681	Svenska Handelsbanken AB (Publ)	Trinity Tower, 9 Thomas More Street, London, E1W 1GE	C, SS 
Z1454	SVM Asset Management Limited	7 Castle Street, Edinburgh, EH2 3AH	SS 
Z1748	SVS Securities plc	20 Ropemaker Street, London, EC2Y 9AR	SS 
Z1377	Swansea Building Society	11 Cradock Street, Swansea, SA1 3EW	C 
Z1740	Synergy Financial Products Limited	45 Grosvenor Road, St Albans, AL1 3AW	C, SS 
Z1100	TAM Asset Management Limited	7th Floor City Tower 40, Basinghall Street, London, EC2V 5DE	C, SS 
Z1846	Target Servicing Limited	Target House, Cowbridge Road East, Cardiff, CF11 9AU	C, SS 
Z1520	T Bailey Fund Services Limited	64 St James’s Street, Nottingham, NG1 6FJ	SS 
Z1789	Tcam Asset Management Limited	Level 1, Princes Exchange, 1 Earl Grey Street, Edinburgh, EH3 9BN	SS 
Z1194	TD Direct Investing (Europe) Limited	Exchange Court, Dumcombe Street, Leeds, LS1 4AX	C, SS 
Z1097	Teachers Building Society	Allenview House, Hanlam Road, Wimborne Minster, BH21 1AG	C 
Z1039	Teathers Limited	Beaufort House 15 St Botolph Street, London, EC3A 7QR	SS 
Z1751	Tesco Personal Finance plc	Interpoint Building, 22 Haymarket Yards, Edinburgh, EH12 5BH	C 
Z1040	Thesis Asset Management plc	Exchange building, St John’s Street, Chichester, PO19 1UP	C, SS 
Z1888	Third Platform Services Limited	17 Neal’s Yard, London, WC2H 9DP	SS 
Z1041	Thomas Grant and Company Limited	40A Friar Lane, Leicester, LE1 5RA	C, SS 
Z1822	Thomas Miller Wealth Management Limited	55 Baker Street, London, W1U 7EU	SS 
Z1420	Threadneedle Investment Services Limited	Threadneedle, 60 St Mary Axe, London, EC3A 8JQ	SS 
Z1043	Threadneedle Portfolio Services Limited	Threadneedle, 60 St Mary Axe, London, EC3A 8JQ	SS 
Z1626	Thurleigh Investment Managers LLP	3rd Floor Foxglove House, 166 Piccadilly, London, W1J 9EF	C, SS 
Z1440	Tilney Asset Management Services Limited	60 Queen Victoria Street, London, EC4N 4TR	SS 
Z1745	Tilney Discretionary Investment Management Limited	Ropergate House, 43 Ropergate, Pontefract, WF8 1JY	SS 
Z1453	Tilney Discretionary Portfolio Management Limited	Towry House Western Road Bracknell, RG12 1TL	SS 
Z1092	Tilney Investment Management Limited	Royal Liver Building, Pier Head, Liverpool, L3 1NY	SS 
Z1541	Tilney Investment Management Services Limited	6 Chesterfield Gardens, Mayfair, London, W1J 5BQ	SS 
Z1082	Tipton and Coseley Building Society	70 Owen Street, Tipton, DY4 8HG	C 
Z1919	Transcendent Real Estate Limited	28 King Street, Manchester, M2 6AY	IF 
Z1924	Transport Friendly Society	3rd Floor, Derbyshire House, St Chad’s Street, London, WC1H 8AG	C, SS 
Z1221	Triodos Bank NV	Deanery Road, Bristol, BS1 5AS	C, SS 
Z1901	Triple Point Investment Management LLP	18 St Swithins’ Lane, London, EC4N 8AD	IF 
Z1757	Troy Asset Management Limited	Brookfield House, 44 Davies St, London, W1K 5JA	SS 
Z1750	True Potential Investments LLP	Newburn House, Gateway West, Newburn Riverside, Newcastle Upon Tyne, NE15 8NX	SS 
Z1647	TSB Bank plc	Henry Duncan House, 120 George St, Edinburgh, EH2 4LH	C 
Z1207	TU Fund Managers Limited	Congress House, Great Russell Street, London, WC1B 3LQ	SS 
Z1767	Turkish Bank (UK) Limited	84 to 86 High Street London, SE1 1LN	C 
Z1693	UBS AG	1 Finsbury Park, London, EC2M 2AN	SS 
Z1482	UBS Asset Management Unit Trust Managers Limited	IFDS House, St Nicolas Lane, Basildon, SS15 5FS	SS 
Z1913	UK Bond Network Limited	5th Floor Cap House, 9 to 12 Long Lane, London, EC1A 9HA	IF 
Z1209	Ulster Bank Limited	11 to 16 Donegall Place, Belfast, BT1 5UB	C 
Z1522	Unicorn Asset Management Limited	Preachers Court, The Charterhouse, Charterhouse Square, London, EC1M 6AU	SS 
Z1714	Union Bank UK plc	PO Box 148, 14 to 18 Copthall Avenue, London, EC2R 7BN	C 
Z1799	United National Bank Limited	2 Brook Street, London, W15 1BQ	C 
Z1505	United Trust Bank Limited	One Ropemaker Street, London, EC2Y 9AW	C, SS 
Z1796	Valu-Trac Investment Management Limited	Mains of Orton, Orton Fochabers, Moray, IV32 7QE	C, SS 
Z1891	Vanguard Asset Management Limited	Vanguard, 4th Floor, The Walbrook Building, 25 Walbrook, London, EC4N 8AF	SS, SS JISA 
Z1355	Vartan and Son	The Singing Mens Chambers, 19 Minster Precincts, Peterborough, PE1 1XX	SS 
Z1787	Veritas Asset Management (UK) Limited	Elizabeth House, 39 York Road, London, SE1 7NQ	SS 
Z1807	Veritas Investment Management LLP	6th Floor Elizabeth House, 39 York Road, London, SE1 7NQ	SS 
Z1247	Vernon Building Society	19 St Petersgate, Stockport, SK1 1HF	C 
Z1686	Vestra Wealth LLP	Fourteen Courthill, London, EC3V 7ND	SS 
Z1310	Virgin Money plc	Jubilee House, Gosforth, Newcastle Upon Tyne, NE3 4PL	C 
Z1196	Virgin Money Personal Financial Service Limited	Jubilee House, Gosforth, Newcastle Upon Tyne, NE3 4PL	SS 
Z1675	Virgin Money Unit Trust Managers Limited	Jubilee House, Gosforth, Newcastle Upon Tyne, NE3 4PL	SS 
Z1609	Voyager Alliance Credit Union Limited	Hyde Road Depot, Ardwick, Manchester, M12 6JS	C 
Z1109	Walker Crips Stockbrokers Limited	Finsbury Tower, 103 to 105 Bunhill Row, London, EC1Y 8LZ	C, SS 
Z1357	Waverton  Investment Management Limited	16 Babmaes Street, London, SW1Y 6AH	SS 
Z1463	Way Fund Managers Limited	Cedar House, 3 Cedar Park, Cobham Road, Wimborne BH21 7SB	SS 
Z1589	WEALTH at Work Limited	5 Temple Square, Temple Street, Liverpool, L2 5RH	SS 
Z1711	Wealthtime Limited	The Oak House, Barford Lane, Downton, Swindon, SP5 3QA	SS 
Z1747	Weatherbys Bank Limited	Sanders Road Wellingborough, NN8 4BX	SS 
Z1586	Wesleyan Assurance Society	PO Box 3420, Colmore Circus, Birmingham, B4 6AE	SS 
Z1108	Wesleyan Bank Limited	PO Box 3420, Colmore Circus, Birmingham, B4 6AE	C 
Z1078	Wesleyan Unit Trust Managers Limited	PO Box 3420, Colmore Circus, Birmingham, B4 6AR	C, SS 
Z1045	West Bromwich Building Society	374 High Street, West Bromwich, B70 8LR	C 
Z1806	Weston-Super-Mare and District Credit Union Limited	13 Orchard Street, Weston-Super-Mare, BS23 1RG	C 
Z1137	WH Ireland	11 St James Square, Manchester, M2 6WH	C, SS 
Z1096	Whitechurch Securities Limited	The Old Chapel, 14 Fairview Drive, Redland, Bristol, BS6 6PH	C, SS 
Z1488	Whitefoord LLP	13th Floor, 10 Brock Street, Regent’s Place, London, NW1 3FG	SS 
Z1640	Williams Investment Management LLP	34 Victoria Avenue, Harrogate, HG1 5PR	SS 
Z1892	Wilton Corporate Finance Limited	26 Grosvenor Street, London, W1K 4QW	IF, SS, SS JISA 
Z1046	Winterflood Securities Limited	The Atrium Building, Cannon Bridge House, 25 Dowgate Hill, London, EC4R 2GA	C, SS 
Z1612	Witan Investment Services Limited	14 Queen Anne’s Street, London, SW1H 9AA	SS 
Z1921	WM Thomson and Sons	22 Meadowside, Dundee, DD1 1LN	IF, SS, SS JISA 
Z1179	Woolwich Plan Managers Limited	Aurora Building, 120 Bothwell Street, Glasgow, G2 7JT	C, SS 
Z1294	Yorkshire Building Society	Yorkshire House, Yorkshire Drive, Bradford, BD5 8LJ	C 
